day,comuna,region,avg_emision_ref,stddev_emision_ref,avg_emision_comb,stddev_emision_comb,avg_emision_comuna,stddev_emision_comuna,avg_emision_rebote,stddev_emision_rebote,avg_concentracion_ref,stddev_concentracion_ref,avg_concentracion_comb,stddev_concentracion_comb,avg_concentracion_comuna,stddev_concentracion_comuna,avg_concentracion_rebote,stddev_concentracion_rebote
5,Romeral,Región del Maule,0.1428188720189117,0.0021114573366227125,0.16940358555044935,0.0025044490220893167,0.2780945589707852,0.004111328096974331,0.19199882715144745,0.0028384955957170594,2.88250063930863,0.6803074962680377,3.016640177964674,0.711452253451439,3.356331497415046,0.7172717631258564,3.092987469808489,0.7118413720005059
2,Romeral,Región del Maule,0.14780167682910753,0.002121118103718395,0.17403070039348692,0.002635885297614687,0.2856599048964221,0.004320945795836941,0.19723559347311062,0.0029865317416459397,3.0711814589977573,0.6698536833378024,3.092080987342913,0.8139677832076583,3.4827536673348263,0.8519082226471569,3.180210375911975,0.8220349731843877
4,Romeral,Región del Maule,0.14466523710883558,0.002202254451904916,0.1701440451036871,0.002438977832967501,0.2794127576045623,0.004009111750996644,0.19285361131320275,0.0027651054141141444,2.8665386827234114,0.70560255439887,3.0121177250573488,0.7784849122801961,3.4019623639126024,0.7936091397696965,3.0987559905478634,0.7814296989144189
7,Romeral,Región del Maule,0.1480553212197504,0.0021703254261214457,0.17367142685964365,0.0025562060981417067,0.28536933891274835,0.0042029511442733865,0.19688125098694076,0.0028983081206400093,2.837021399807722,0.4807045317887539,2.7496824040500627,0.5072512126049079,3.1213558687573713,0.5189157596682736,2.8365569733315628,0.5089634798057036
2,Río Bueno,Región de Los Ríos,3.8160804269201907,0.05755870642266095,0.5434896693008215,0.00825996722285486,1.225360371538086,0.018561074889152745,1.8514822410035359,0.02803303513623478,17.11546108511047,2.902699735867322,9.817849342991956,2.66534825976343,12.548238348344675,2.7837196430037987,14.149699731957702,2.571138234178603
5,Río Bueno,Región de Los Ríos,3.714035204137555,0.054908019276119,0.5292198321646921,0.007823943496472625,1.1931707990149294,0.01763974105253133,1.8028708823798083,0.026653502978669027,17.062391991867965,3.5597361367446525,9.37698768734824,2.3370703933875694,11.770892036029178,2.1551119370289724,13.431803231268473,2.615997408710274
6,Río Bueno,Región de Los Ríos,3.78416391398124,0.05428578902578061,0.5374593234653471,0.007694007925146861,1.2140009440138606,0.01738831131335648,1.834827308340919,0.02628315951452221,16.392582672613358,3.0029438580912786,8.53174161786466,2.2104321708942525,11.239164173514641,2.246008080793811,12.996234877017047,2.4405460745529624
7,Río Bueno,Región de Los Ríos,3.81048068755719,0.05607086705745041,0.5418257920664165,0.007970036066334014,1.2239227242020982,0.018024563244182504,1.8498665631906241,0.027248043172697183,18.33624929438755,3.6420449834241895,9.85860887684396,1.919836637339038,12.805944884180446,1.9262409357140557,14.798739562130589,2.818496021123793
4,Río Bueno,Región de Los Ríos,3.7309286588940624,0.053613557662004374,0.5310165770891232,0.007607095317038858,1.1983740051145721,0.017191722325938602,1.8109733293547072,0.025987442739677034,15.950900608421591,4.13966104959269,8.928126055353335,2.698110779244772,11.319867962573902,2.6282909184976706,12.6393495805606,3.162401723358648
3,Río Bueno,Región de Los Ríos,3.806673727835306,0.05901719036878997,0.541993775846508,0.008402878203907747,1.2226318050959295,0.018955226002472705,1.8475025715981124,0.02864302521793941,17.242204130703023,4.140740648123695,9.959982365606589,3.1046141215743837,12.72865039862686,2.9288818801918555,14.225038028640414,3.328309444779854
