region,date,concentracion_ref,concentracion_comb,concentracion_comuna,concentracion_rebote,emision_ref,emision_comb,emision_comuna,emision_rebote
Región de Ñuble,2015-05-10,23.67583903045944,15.550719858761932,18.709320757462628,15.692261361645704,26.952492601936054,14.79392612529285,18.800097260753773,14.827877169548817
Región de Aysén del Gral.Ibañez del Campo,2015-07-10,8.361889358317143,7.645907629137442,7.929010180908254,8.055968386373621,26.820311384951566,4.222846392710673,6.40308435434056,14.090550499410178
Región de Aysén del Gral.Ibañez del Campo,2015-07-22,7.98331128365467,7.69859112013598,7.915519790023162,8.131984727339734,26.44899562489469,4.172128203275516,6.321478056013553,13.901387702795954
Región de Los Ríos,2015-05-08,22.11472582655624,11.022594559315413,14.312497785101158,16.09737596088147,41.2655048463847,12.240950131217069,22.68606607958562,26.113243750247516
Región de Aysén del Gral.Ibañez del Campo,2015-06-28,10.17474851113048,8.778395784949748,9.047516571057756,9.194763277066512,27.30822122495016,4.306308810056496,6.527131089753818,14.358787920967217
Región de Valparaíso,2015-06-29,6.371680150600885,4.8865753505298075,5.250367484271749,4.970768170759007,5.186815672788543,1.0581073474820797,1.0721408610092045,1.0590930555904237
Región de Aysén del Gral.Ibañez del Campo,2015-05-05,5.759362726706221,5.010411902793212,5.167219005218014,5.73956747319391,26.955867774168905,4.252544733613626,6.442152087461123,14.16412496764219
Región del Maule,2015-07-29,7.704167053360101,5.968508880837474,7.242989525583755,6.128404742600834,12.82326055277364,4.537133013559443,9.25168891664122,5.139218012814621
Región de Los Lagos,2015-05-26,13.693159754307636,6.010465493729063,9.157930109548957,9.969474488497987,75.21412370067874,10.580959294182653,35.22490851480692,38.593509013953
Región de Los Lagos,2015-08-05,16.32686125093957,12.16140115930578,13.580863871684809,13.685836270641522,73.80587788195409,10.37978729931672,34.57033639739328,37.87572449721016
Región de Aysén del Gral.Ibañez del Campo,2015-08-03,10.065340067454882,8.854480793711408,9.14345404650273,9.41187464660704,27.039770690428615,4.266529985341911,6.46141167165206,14.202157907839617
Región del Maule,2015-06-19,10.385597314850324,5.8835391019256615,8.365908621256299,6.214845753037392,13.427151356709139,4.748850659183091,9.6911879410086,5.3798265887580525
Región de Los Ríos,2015-06-11,24.06742949879071,14.655969318553465,18.1166400601915,19.406873348235226,41.88203136908586,12.438469111087837,23.0272424418934,26.504462369044827
Región de Valparaíso,2015-05-19,5.204077261373393,4.777087696283586,4.897308988754527,4.824252577946016,5.018630881215397,1.0221091848140458,1.0356578033396842,1.0230606843637484
Región de Los Lagos,2015-08-07,17.562133182678856,12.81823579240981,14.662516394069526,14.97930212590346,74.83744614333315,10.5060070010575,35.04099952505725,38.38836585376508
Región del Maule,2015-06-01,9.111409328563619,6.112142059616951,7.825950570352474,6.35004738305119,13.523725038751904,4.792244047505418,9.766684401754878,5.42762953033738
Región de Aysén del Gral.Ibañez del Campo,2015-07-31,6.7195618065163565,5.562398854326773,5.960761223300241,6.565686848222723,26.820311388424106,4.222846392966071,6.403084354595954,14.090550499665564
Región de Los Ríos,2015-08-11,21.899003010083614,13.775349856315746,17.488397117899705,17.881073963393312,41.47676211759865,12.313652517859234,22.803676393847834,26.24747281523969
Región de Valparaíso,2015-05-28,5.63343797563123,4.084344136480949,4.471597298861988,4.165607343515356,4.879120109686809,0.9947344184313197,1.0079693108976941,0.9956640020182986
Región del Libertador Bernardo O'Higgins,2015-07-15,7.21564595297967,6.217622949095101,6.837369298257623,6.359328710228865,5.996813440720413,3.6620187106120885,4.33603698494281,3.8066978227825286
Región de Ñuble,2015-05-20,22.143834773477266,14.003158172987662,17.10154579735701,14.117811539342567,26.942647163412975,14.801252767120664,18.807424238616385,14.835387895795447
Región Metropolitana de Santiago,2015-07-18,11.132411923580442,11.078386915890238,11.117667205003224,11.097708813828255,23.902012448345655,14.948738816592465,14.962269172999607,14.959868824493473
Región de Valparaíso,2015-05-17,5.2461790723533,3.906732186279053,4.212341713478518,3.9470139895154093,4.925585016139154,1.000392377028024,1.0136914324119257,1.0013261415340322
Región de Los Lagos,2015-08-04,15.768097232607985,11.918545761914515,13.4420732853644,14.217240333475555,75.21412371508792,10.580959296975877,35.22490851760013,38.59350901674619
Región del Maule,2015-08-22,7.063511581322638,5.182504369614613,6.152832852685239,5.345739795771272,13.12470812625492,4.639275013817031,9.467705058565429,5.2557597103875695
Región de Los Ríos,2015-05-17,17.087544777666377,8.583685264292049,11.914837023707387,12.665365008524295,40.66827647831321,12.074144939991454,22.37079906462448,25.74988945500244
Región de Aysén del Gral.Ibañez del Campo,2015-05-06,6.207897257562152,5.339019995193577,5.622319325085815,6.397409642454156,26.448995634032528,4.172128203838888,6.321478056576914,13.901387703359317
Región del Maule,2015-06-23,8.304553409727985,5.208872607767719,7.024582003331647,5.452783032202078,13.500460686075936,4.778460235186331,9.741250263602117,5.412285856932067
Región de Los Ríos,2015-06-20,26.175672796551954,12.607084778678882,19.063298444602104,19.884171697457884,43.021750204469775,12.771363822490652,23.66793309710355,27.243306835025116
Región de Aysén del Gral.Ibañez del Campo,2015-06-10,10.853184732728312,10.34389839010712,10.447967289288375,10.71390660534625,27.33062733147906,4.31119914536787,6.532193996411754,14.364767250786201
Región del Bío-Bío,2015-07-22,12.381846178179142,9.074607547421097,11.850995136348466,9.389697669333678,35.433082479518305,17.808880715150103,25.15833404083777,18.322116940398036
Región de Los Ríos,2015-05-12,13.645895684180173,7.713940984708789,11.809512305099338,10.899928812461187,41.476762142180206,12.31365252174646,22.803676397735053,26.247472819126916
Región del Bío-Bío,2015-06-24,12.456581421071006,9.078646839885451,11.74479083527022,9.74430240928221,36.614185318497476,18.402510094077513,25.996945214131376,18.932854178192578
Región Metropolitana de Santiago,2015-07-04,12.04454021124003,10.640254753974727,10.745941943131342,10.688874355570233,23.902012427016796,14.948738814134344,14.962269170541477,14.959868822035354
Región de Aysén del Gral.Ibañez del Campo,2015-08-26,8.737343992516667,7.733981081215366,7.989066574850778,8.14761836819419,26.448994894479803,4.172128203251237,6.321478055989278,13.90138770277167
Región del Libertador Bernardo O'Higgins,2015-07-04,5.75698627578075,5.370165613965756,5.904233170793026,5.50851794414885,6.054575774256687,3.6996063215454082,4.380341859730975,3.8457319460620956
Región de La Araucanía,2015-07-30,12.802268855952612,8.49674266386326,11.891260172122724,9.7962045744137,72.92806489922602,31.32987052437318,62.94687016258258,43.12885072303101
Región de Los Lagos,2015-07-18,16.467818954227624,10.321825394661436,12.594403025403164,13.180588900239204,75.5172677609789,10.607371035076298,35.3777819564806,38.75805991319059
Región de Aysén del Gral.Ibañez del Campo,2015-08-14,9.222871718918679,8.803647170360144,8.985491341433104,9.085394381935163,26.82031138220196,4.222844020715005,6.40307287662836,14.090541706145558
Región del Maule,2015-05-28,11.8471145296399,6.770430366728667,9.669460060832867,7.202549958379694,12.745702940116038,4.518421979743998,9.209591271549552,5.117663001755452
Región de Aysén del Gral.Ibañez del Campo,2015-07-08,9.53745650859636,8.412250477764953,8.738499430466343,8.961798163589782,26.44899563164769,4.172128203320733,6.321478056058769,13.901387702841163
Región de Aysén del Gral.Ibañez del Campo,2015-08-30,12.086408357519902,10.810784187468279,11.045951594105162,11.134240353387375,26.42730576054103,4.167395595279461,6.316578446153639,13.895601234580075
Región del Maule,2015-07-23,6.4084345389797015,4.395914961406084,5.406414572307331,4.510878832483811,12.74570297409111,4.5184464030195945,9.209642402243146,5.117690822369609
Región de Aysén del Gral.Ibañez del Campo,2015-08-21,11.324883611311739,9.619185614252915,10.040584693475692,10.109320462400976,26.820309137766053,4.222846299475987,6.403084261105877,14.090550182276369
Región de Los Lagos,2015-06-26,11.772138075544396,6.707379081839191,8.522304213611152,8.912084630774446,77.3320275060969,10.85620723076936,36.20903281990282,39.66797813722367
Región de La Araucanía,2015-07-09,18.513148047174077,12.57563222365498,17.44994646763465,14.26677102161788,72.9280648953133,31.329870522960505,62.946870161169876,43.128850721618335
Región de Los Ríos,2015-07-04,22.54353682425579,10.887755288228222,16.947595093387655,17.85859811119593,41.63395182904268,12.359384348581285,22.904451378567707,26.36449045608492
Región de Los Lagos,2015-08-22,17.390188615741764,12.733738434369727,14.216228608740261,15.023589891949026,75.51726725771378,10.607373099248198,35.377789464689045,38.758065865796425
Región de Aysén del Gral.Ibañez del Campo,2015-07-20,9.594502216640667,8.718181315356318,8.922575109999624,9.092729713919894,27.039770689023666,4.266529984197006,6.461411670507151,14.202157906694715
