date,region,concentracion_ref,concentracion_comb,concentracion_comuna,concentracion_rebote,emision_ref,emision_comb,emision_comuna,emision_rebote,número de habitantes
2015-07-09,Región de Aysén del Gral.Ibañez del Campo,10.554747498120213,9.883888390124639,10.017194113678379,10.062794300425383,26.34321304068696,4.1589496542327336,6.297895313992713,13.84173545076794,103158
2015-07-15,Región de La Araucanía,17.0119494152118,9.950662458291552,16.529982328234873,12.694425284140209,74.26799479331291,31.832400749168354,64.0466911520327,43.84203314800759,957224
2015-06-08,Región de Aysén del Gral.Ibañez del Campo,6.939602143758595,6.663834755796625,6.856134427084758,7.25013234612194,27.941096404687737,4.408747657739687,6.676792071988265,14.675563158535939,103158
2015-08-02,Región de Aysén del Gral.Ibañez del Campo,11.608407027045619,10.7426924643589,10.987661471820482,11.3488805515702,26.42731088908546,4.1673955742906195,6.316578284272965,13.895601112958605,103158
2015-08-20,Región de Aysén del Gral.Ibañez del Campo,6.145225661512229,5.574461517406965,5.7997898864485915,6.205872113213863,26.343213047509977,4.158949655011425,6.297895314771406,13.841735451546619,103158
2015-08-14,Región de Los Ríos,20.97038421003246,14.866946951913633,17.725224985654606,17.86399885153822,41.26550484837342,12.240950129687251,22.686066078055774,26.11324374871769,384837
2015-08-20,Región de Valparaíso,5.248305728367518,4.835409573778389,4.922084477047255,4.85251683701624,4.879120097662528,0.9947344031846002,1.0079692956509738,0.9956639867715786,1815902
2015-05-27,Región de Los Lagos,12.853851084665513,5.5796444306631034,8.681526220212811,9.87411195228143,73.80587787155206,10.37978729685649,34.57033639493306,37.87572449474992,828708
2015-06-10,Región de Los Lagos,16.071613713979296,12.185845634461272,13.55676589419179,13.954004753257786,76.26601584323703,10.725780198889943,35.72268091907562,39.13824859844276,828708
2015-07-22,Región de Ñuble,17.55442471420312,12.409445717144283,15.549313519882265,12.562568841390705,26.942647164121745,14.801252764944822,18.807424236440546,14.835387893619611,480609
2015-08-31,Región Metropolitana de Santiago,10.171515441605269,10.200151348681233,10.430738892364946,10.246243626751218,23.917402324959284,14.955534260631902,14.969025663022181,14.966636125866755,7112808
2015-07-09,Región Metropolitana de Santiago,14.4490201563488,13.84657535753312,13.963652539439334,13.87343851615402,23.181802672964793,14.531769670847837,14.544917443511006,14.542588778058722,7112808
2015-07-05,Región de Aysén del Gral.Ibañez del Campo,9.38674469158283,8.400788989823447,8.798409058898432,8.96130648232689,26.42731088930248,4.1673956261559875,6.316578477030168,13.8956012654566,103158
2015-07-14,Región del Bío-Bío,13.431139881835245,11.07194107851471,12.319627050274843,11.253156858373092,36.094204674147285,18.146925918702593,25.63375030594104,18.669948046810127,1556805
2015-06-12,Región de Aysén del Gral.Ibañez del Campo,12.500850689275861,12.140743303580635,12.253056646958456,12.443051775236059,27.714321766019,4.363607822861946,6.616520385799409,14.56023506444599,103158
2015-06-08,Región del Maule,8.390456965138954,5.946474566483749,7.365754026875128,6.135808369489916,13.523724954555211,4.792231012684066,9.76666110216468,5.4276147521125715,1044950
2015-08-01,Región del Maule,7.780704140477329,5.093796684777265,6.456457380338827,5.268492754938549,13.124704143672089,4.6392750103247025,9.467705055073107,5.255759706895249,1044950
2015-08-27,Región de Aysén del Gral.Ibañez del Campo,10.941246705445097,9.866294890158436,10.169236205962505,10.412563963569333,26.34321305108429,4.158949655794725,6.297895315554708,13.841735452329928,103158
2015-06-07,Región de Los Ríos,21.59816718175692,13.58066337771244,17.316319568694016,17.482967137430713,42.02388574030442,12.476616469911345,23.116492407694754,26.608219112447557,384837
2015-08-27,Región de Los Ríos,16.23512666549102,11.325797812935049,14.411733919791697,14.42294040800307,40.53099821047353,12.03722819539372,22.284428244108426,25.649479631544644,384837
2015-08-28,Región de Aysén del Gral.Ibañez del Campo,12.022344820617633,10.84986516885434,11.135553234064435,11.635767104715496,26.820311395241003,4.222846394109749,6.403084355739638,14.090550500809242,103158
2015-06-03,Región de Los Lagos,18.228046754329167,13.116308344125972,15.01512727860497,15.319994578370888,76.26607277219455,10.72578010757208,35.72268068741749,39.13824839735185,828708
2015-07-15,Región del Bío-Bío,11.81276178302089,8.027099162749419,10.919730138105699,8.820272602771425,35.91785175915023,18.03428861959,25.48676263097817,18.553825773203055,1556805
2015-07-18,Región de La Araucanía,19.039060416534127,12.114858800810953,19.942356434192934,15.477517962746973,75.04081694162525,32.171569423623666,64.70830908727027,44.30392484997431,957224
2015-07-06,Región del Libertador Bernardo O'Higgins,7.270914286869021,6.26008684234178,6.981583707275687,6.419597136235289,6.055158984817141,3.6958104457442897,4.3745973815467964,3.8415785321071088,914555
2015-05-21,Región de Aysén del Gral.Ibañez del Campo,11.94593339287733,11.675456513634954,11.796842253254429,12.117819829494657,26.34321298968107,4.15894962353077,6.297895283290755,13.841735420065968,103158
2015-08-31,Región de Valparaíso,4.596159861251761,4.108840092634439,4.335000690000944,4.140394294640288,5.019499066052362,1.023974864402099,1.0375556838623934,1.0249287752831764,1815902
2015-06-09,Región de Los Lagos,14.989150199972197,9.750671017631642,11.404033344842649,11.912990761784318,77.72126119424043,10.933657954620461,36.399072102527406,39.879959334858,828708
2015-07-18,Región de Aysén del Gral.Ibañez del Campo,14.861999703588713,13.671359822001282,13.830525139888671,13.919731845306869,27.054345207915592,4.2645513318254284,6.4655597811461964,14.227067195058215,103158
2015-05-25,Región del Bío-Bío,13.058941278045756,9.314690396440595,12.90727481089195,10.165768736179764,36.153277797924716,18.196988178964617,25.701331624923412,18.721584995903385,1556805
2015-08-04,Región de Los Lagos,15.768097232607982,11.918545761914517,13.4420732853644,14.217240333475555,75.21412371508792,10.580959296975875,35.22490851760013,38.59350901674618,828708
2015-06-11,Región del Bío-Bío,14.037251715327725,11.290898100071905,14.398726732644734,11.901872075305283,36.39916538905848,18.3248020382646,25.88169235597176,18.853154087882462,1556805
2015-08-10,Región de Aysén del Gral.Ibañez del Campo,7.615112521176957,6.805734483101263,7.145162108989628,7.352524585296315,27.039770676176513,4.266529984907803,6.46141167121795,14.202157907405518,103158
